 # xp yp zp bx by bz
 0.22069E+00 -0.27586E-01  0.00000E+00 -0.10116E-05  0.90277E-04  0.73672E-03
 0.23448E+00 -0.27586E-01  0.00000E+00  0.10823E-05  0.90295E-04  0.73704E-03
 0.24828E+00 -0.27586E-01  0.00000E+00  0.31740E-05  0.90169E-04  0.73618E-03
 0.26207E+00 -0.27586E-01  0.00000E+00  0.52537E-05  0.89900E-04  0.73413E-03
 0.27586E+00 -0.27586E-01  0.00000E+00  0.73117E-05  0.89489E-04  0.73092E-03
 0.28966E+00 -0.27586E-01  0.00000E+00  0.93384E-05  0.88940E-04  0.72656E-03
 0.30345E+00 -0.27586E-01  0.00000E+00  0.11325E-04  0.88255E-04  0.72109E-03
 0.31724E+00 -0.27586E-01  0.00000E+00  0.13262E-04  0.87440E-04  0.71454E-03
 0.33103E+00 -0.27586E-01  0.00000E+00  0.15142E-04  0.86500E-04  0.70696E-03
 0.34483E+00 -0.27586E-01  0.00000E+00  0.16957E-04  0.85443E-04  0.69840E-03
 0.35862E+00 -0.27586E-01  0.00000E+00  0.18701E-04  0.84275E-04  0.68893E-03
 0.37241E+00 -0.27586E-01  0.00000E+00  0.20367E-04  0.83005E-04  0.67860E-03
 0.38621E+00 -0.27586E-01  0.00000E+00  0.21951E-04  0.81640E-04  0.66749E-03
 0.40000E+00 -0.27586E-01  0.00000E+00  0.23448E-04  0.80190E-04  0.65567E-03
 0.00000E+00 -0.13793E-01  0.00000E+00 -0.26399E-04  0.70929E-04  0.56267E-03
 0.13793E-01 -0.13793E-01  0.00000E+00 -0.25338E-04  0.72477E-04  0.57512E-03
 0.27586E-01 -0.13793E-01  0.00000E+00 -0.24193E-04  0.73981E-04  0.58722E-03
 0.41379E-01 -0.13793E-01  0.00000E+00 -0.22965E-04  0.75432E-04  0.59891E-03
 0.55172E-01 -0.13793E-01  0.00000E+00 -0.21655E-04  0.76824E-04  0.61013E-03
 0.68966E-01 -0.13793E-01  0.00000E+00 -0.20264E-04  0.78148E-04  0.62083E-03
 0.82759E-01 -0.13793E-01  0.00000E+00 -0.18796E-04  0.79396E-04  0.63092E-03
 0.96552E-01 -0.13793E-01  0.00000E+00 -0.17254E-04  0.80562E-04  0.64037E-03
 0.11034E+00 -0.13793E-01  0.00000E+00 -0.15642E-04  0.81637E-04  0.64910E-03
 0.12414E+00 -0.13793E-01  0.00000E+00 -0.13965E-04  0.82615E-04  0.65706E-03
 0.13793E+00 -0.13793E-01  0.00000E+00 -0.12227E-04  0.83489E-04  0.66419E-03
 0.15172E+00 -0.13793E-01  0.00000E+00 -0.10436E-04  0.84253E-04  0.67045E-03
 0.16552E+00 -0.13793E-01  0.00000E+00 -0.85979E-05  0.84901E-04  0.67579E-03
 0.17931E+00 -0.13793E-01  0.00000E+00 -0.67198E-05  0.85429E-04  0.68016E-03
 0.19310E+00 -0.13793E-01  0.00000E+00 -0.48097E-05  0.85832E-04  0.68355E-03
 0.20690E+00 -0.13793E-01  0.00000E+00 -0.28757E-05  0.86108E-04  0.68591E-03
 0.22069E+00 -0.13793E-01  0.00000E+00 -0.92625E-06  0.86255E-04  0.68723E-03
 0.23448E+00 -0.13793E-01  0.00000E+00  0.10299E-05  0.86270E-04  0.68750E-03
 0.24828E+00 -0.13793E-01  0.00000E+00  0.29841E-05  0.86153E-04  0.68672E-03
 0.26207E+00 -0.13793E-01  0.00000E+00  0.49273E-05  0.85905E-04  0.68487E-03
 0.27586E+00 -0.13793E-01  0.00000E+00  0.68509E-05  0.85528E-04  0.68199E-03
 0.28966E+00 -0.13793E-01  0.00000E+00  0.87464E-05  0.85023E-04  0.67808E-03
 0.30345E+00 -0.13793E-01  0.00000E+00  0.10606E-04  0.84395E-04  0.67318E-03
 0.31724E+00 -0.13793E-01  0.00000E+00  0.12421E-04  0.83648E-04  0.66731E-03
 0.33103E+00 -0.13793E-01  0.00000E+00  0.14184E-04  0.82786E-04  0.66052E-03
 0.34483E+00 -0.13793E-01  0.00000E+00  0.15890E-04  0.81816E-04  0.65286E-03
 0.35862E+00 -0.13793E-01  0.00000E+00  0.17531E-04  0.80743E-04  0.64436E-03
 0.37241E+00 -0.13793E-01  0.00000E+00  0.19102E-04  0.79576E-04  0.63510E-03
 0.38621E+00 -0.13793E-01  0.00000E+00  0.20599E-04  0.78321E-04  0.62513E-03
 0.40000E+00 -0.13793E-01  0.00000E+00  0.22017E-04  0.76985E-04  0.61450E-03
 0.00000E+00  0.00000E+00  0.00000E+00 -0.24889E-04  0.68381E-04  0.53008E-03
 0.13793E-01  0.00000E+00  0.00000E+00 -0.23868E-04  0.69816E-04  0.54135E-03
 0.27586E-01  0.00000E+00  0.00000E+00 -0.22771E-04  0.71208E-04  0.55229E-03
 0.41379E-01  0.00000E+00  0.00000E+00 -0.21597E-04  0.72550E-04  0.56285E-03
 0.55172E-01  0.00000E+00  0.00000E+00 -0.20349E-04  0.73835E-04  0.57297E-03
 0.68966E-01  0.00000E+00  0.00000E+00 -0.19028E-04  0.75056E-04  0.58260E-03
 0.82759E-01  0.00000E+00  0.00000E+00 -0.17637E-04  0.76206E-04  0.59168E-03
 0.96552E-01  0.00000E+00  0.00000E+00 -0.16179E-04  0.77278E-04  0.60017E-03
 0.11034E+00  0.00000E+00  0.00000E+00 -0.14657E-04  0.78266E-04  0.60800E-03
 0.12414E+00  0.00000E+00  0.00000E+00 -0.13077E-04  0.79164E-04  0.61513E-03
 0.13793E+00  0.00000E+00  0.00000E+00 -0.11442E-04  0.79965E-04  0.62152E-03
 0.15172E+00  0.00000E+00  0.00000E+00 -0.97596E-05  0.80665E-04  0.62712E-03
 0.16552E+00  0.00000E+00  0.00000E+00 -0.80346E-05  0.81258E-04  0.63188E-03
 0.17931E+00  0.00000E+00  0.00000E+00 -0.62740E-05  0.81741E-04  0.63579E-03
 0.19310E+00  0.00000E+00  0.00000E+00 -0.44847E-05  0.82109E-04  0.63880E-03
 0.20690E+00  0.00000E+00  0.00000E+00 -0.26741E-05  0.82360E-04  0.64090E-03
 0.22069E+00  0.00000E+00  0.00000E+00 -0.84978E-06  0.82493E-04  0.64207E-03
 0.23448E+00  0.00000E+00  0.00000E+00  0.98044E-06  0.82505E-04  0.64230E-03
 0.24828E+00  0.00000E+00  0.00000E+00  0.28087E-05  0.82397E-04  0.64158E-03
 0.26207E+00  0.00000E+00  0.00000E+00  0.46270E-05  0.82168E-04  0.63992E-03
 0.27586E+00  0.00000E+00  0.00000E+00  0.64277E-05  0.81821E-04  0.63732E-03
 0.28966E+00  0.00000E+00  0.00000E+00  0.82030E-05  0.81358E-04  0.63381E-03
 0.30345E+00  0.00000E+00  0.00000E+00  0.99456E-05  0.80781E-04  0.62941E-03
 0.31724E+00  0.00000E+00  0.00000E+00  0.11648E-04  0.80094E-04  0.62414E-03
 0.33103E+00  0.00000E+00  0.00000E+00  0.13305E-04  0.79302E-04  0.61805E-03
 0.34483E+00  0.00000E+00  0.00000E+00  0.14909E-04  0.78410E-04  0.61116E-03
 0.35862E+00  0.00000E+00  0.00000E+00  0.16455E-04  0.77423E-04  0.60353E-03
 0.37241E+00  0.00000E+00  0.00000E+00  0.17938E-04  0.76349E-04  0.59520E-03
 0.38621E+00  0.00000E+00  0.00000E+00  0.19354E-04  0.75192E-04  0.58623E-03
 0.40000E+00  0.00000E+00  0.00000E+00  0.20698E-04  0.73961E-04  0.57666E-03
